platform,country,handle,platform_account_id,name,profile_url,content_categories,followers,average_engagement_rate,source_rank,source_url
Threads,UK,@sportsdirectfootball,,Sports Direct Football,https://www.threads.net/@sportsdirectfootball,Sports Auto and Vehicles,65500,0.11%,80,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@livefitelle,,Elle Edwards,https://www.threads.net/@livefitelle,Health & Fitness,64400,0.26%,81,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@british_english_plus,,Ahmad al-Rashid,https://www.threads.net/@british_english_plus,Education,64200,0.11%,82,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@wtf1official,,WTF1,https://www.threads.net/@wtf1official,Sports,63900,0.52%,83,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@libertylondon,,Liberty London,https://www.threads.net/@libertylondon,Shopping Arts & Crafts Fashion & Accessories,63700,,84,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@imdanielsimmons,,DANIEL SIMMONS,https://www.threads.net/@imdanielsimmons,Entertainment & Music,63200,1.37%,85,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@binkyfelstead,,BINKY FELSTEAD,https://www.threads.net/@binkyfelstead,family,62900,0.21%,86,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@jayybeech,,Jay Beech,https://www.threads.net/@jayybeech,Entertainment & Music,62800,0.27%,87,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@toufiluk,,Toufiluk | توفيلوك,https://www.threads.net/@toufiluk,Education,62700,0.67%,88,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@thesolesupplier,,The Sole Supplier,https://www.threads.net/@thesolesupplier,Fashion & Accessories,62200,0.15%,89,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@christianmartin03,,Christian Martin,https://www.threads.net/@christianmartin03,News Sports Entertainment & Music,62100,0.11%,90,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@xenia,,XENIA TCHOUMI,https://www.threads.net/@xenia,Education Upskilling Finance Entertainment & Music,61900,0.17%,91,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@pinchofnom,,Pinch of Nom,https://www.threads.net/@pinchofnom,Food,61800,0.09%,92,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@frankiebridge,,Frankie Bridge,https://www.threads.net/@frankiebridge,Entertainment & Music family Education,61200,0.32%,93,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@sambentley,,Sam | Sustainable Living,https://www.threads.net/@sambentley,Education Life & Society,60900,0.72%,94,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@tastemadeuk,,Tastemade UK,https://www.threads.net/@tastemadeuk,Food,60700,0.02%,95,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@therangeuk,,The Range,https://www.threads.net/@therangeuk,Home & Garden Arts & Crafts,60200,0.2%,96,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@astar4real,,Esther Oluchi Nwokoro,https://www.threads.net/@astar4real,Entertainment & Music Fashion & Accessories,59800,0.43%,97,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@jamiegenevieve,,Jamie Genevieve,https://www.threads.net/@jamiegenevieve,Beauty & Self Care,59800,1.55%,98,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@alphafoodie,,Samira Kazan,https://www.threads.net/@alphafoodie,Food DIY & Life Hacks,59600,0.53%,99,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@royaloperahouse,,Royal Opera House,https://www.threads.net/@royaloperahouse,Entertainment & Music,59400,0.4%,100,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@gordonramsayofficial,,Gordon Ramsay,https://www.tiktok.com/@gordonramsayofficial,Food,40000000,1.1%,1,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@mks.vision,,mks,https://www.tiktok.com/@mks.vision,,20600000,,2,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@spicyycam_,,Spice King,https://www.tiktok.com/@spicyycam_,Food,19100000,,3,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@edsheeran,,Ed Sheeran,https://www.tiktok.com/@edsheeran,Entertainment and Music,15200000,0.9%,4,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@queenstaralien,,Queen Star 🧚🏼‍♀️,https://www.tiktok.com/@queenstaralien,Fashion and Accessories Entertainment and Music Music,11600000,0.3%,5,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@bashtheentertainer,,BashTheEntertainer,https://www.tiktok.com/@bashtheentertainer,,10000000,,6,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@t22felton,,Tom Felton,https://www.tiktok.com/@t22felton,Acting and Drama,9800000,0.3%,7,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@f.ukuro,,F.ukuro / Tea,https://www.tiktok.com/@f.ukuro,Entertainment and Music Games Video Gaming,9300000,1.1%,8,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@thequeendaro,,Queen Daro,https://www.tiktok.com/@thequeendaro,Beauty and Self Care Business and Finance,8100000,,9,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@theroligore,,Roligore,https://www.tiktok.com/@theroligore,Entertainment and Music,6100000,,10,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@gdresin,,Georgia Daniels,https://www.tiktok.com/@gdresin,Arts and Crafts Home and Garden,5500000,,11,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@liampayne,,Liam Payne,https://www.tiktok.com/@liampayne,,5300000,0.2%,12,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@mmeowmmia,,Mia & Jerrie,https://www.tiktok.com/@mmeowmmia,Pets,4900000,1.1%,13,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@scoobiezoobie,,Lola clark,https://www.tiktok.com/@scoobiezoobie,Entertainment and Music,4600000,0.7%,14,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@evaaviolett,,eva violet,https://www.tiktok.com/@evaaviolett,Beauty and Self Care Entertainment and Music,4600000,,15,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@livcookefs,,Liv Cooke,https://www.tiktok.com/@livcookefs,Sports,4600000,,16,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@aishofficial22,,AiSh,https://www.tiktok.com/@aishofficial22,Music,4200000,,17,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@tiktok_uk,,TikTok UK,https://www.tiktok.com/@tiktok_uk,,4200000,,18,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@thrdfloor,,Adam Blythe,https://www.tiktok.com/@thrdfloor,Fashion and Accessories,3800000,,19,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@charlotte__martel,,chartel,https://www.tiktok.com/@charlotte__martel,Arts and Crafts,3600000,,20,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@nickelodeonuk,,NickelodeonUK,https://www.tiktok.com/@nickelodeonuk,Entertainment and Music Animation and Cosplay,3400000,,21,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@_adammcg,,Adam :),https://www.tiktok.com/@_adammcg,Entertainment and Music,3000000,13.3%,22,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@jaydecandance,,Jaydecandance,https://www.tiktok.com/@jaydecandance,,3000000,,23,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@instantenglish,,Instant English,https://www.tiktok.com/@instantenglish,Education,2900000,,24,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@ember.w0lf,,Ember Wolf 🐺,https://www.tiktok.com/@ember.w0lf,Animation and Cosplay,2900000,,25,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@bgt,,Britain’s Got Talent,https://www.tiktok.com/@bgt,Entertainment and Music,2800000,0.2%,26,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@anthonyhopkins,,Anthony Hopkins,https://www.tiktok.com/@anthonyhopkins,Arts and Crafts Entertainment and Music Acting and Drama Celebrity,2800000,0.4%,27,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@astar4real,,Esther,https://www.tiktok.com/@astar4real,Education,2500000,0.2%,28,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@craigjones221,,Craig Jones,https://www.tiktok.com/@craigjones221,Business and Finance,2500000,,29,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@ryley,,Ryley Isaac,https://www.tiktok.com/@ryley,,2400000,,30,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@redbulluk,,Red Bull UK,https://www.tiktok.com/@redbulluk,Entertainment and Music,2300000,,31,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@mehwishshah06,,Mehwish Official,https://www.tiktok.com/@mehwishshah06,,2300000,,32,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@marinaswrld,,Marina,https://www.tiktok.com/@marinaswrld,Entertainment and Music Funny,2300000,,33,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@juicyboytv,,Juicy Boy 🌹,https://www.tiktok.com/@juicyboytv,Beauty and Self Care,2200000,0.6%,34,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@skybrown,,Sky Brown,https://www.tiktok.com/@skybrown,Sports,2100000,,35,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@janelthebear,,j breezy,https://www.tiktok.com/@janelthebear,Entertainment and Music,2000000,,36,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@connorckern,,Connorckern,https://www.tiktok.com/@connorckern,family,2000000,,37,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@jamescordenclips,,James Corden,https://www.tiktok.com/@jamescordenclips,Entertainment and Music Funny,2000000,,38,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@magicsingh,,Magic Singh,https://www.tiktok.com/@magicsingh,Entertainment and Music,2000000,,39,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@miachalliner,,mia challiner,https://www.tiktok.com/@miachalliner,Entertainment and Music,2000000,2.7%,40,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@scaredy_cat_cosplays,,Nikkita XIII,https://www.tiktok.com/@scaredy_cat_cosplays,Animation and Cosplay,1900000,,41,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@lunadimusic,,Luna Di,https://www.tiktok.com/@lunadimusic,Entertainment and Music,1900000,,42,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@wasishah0077,,𝑊𝑎𝑠𝑖,https://www.tiktok.com/@wasishah0077,,1900000,,43,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@abdurahmanafia,,Abdurahman Afia,https://www.tiktok.com/@abdurahmanafia,,1900000,0.2%,44,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@aiden_london,,Aiden London,https://www.tiktok.com/@aiden_london,Funny Celebrity,1800000,,45,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@thegilberttwins,,Carine & Frances,https://www.tiktok.com/@thegilberttwins,Entertainment and Music,1800000,,46,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@itslilyrose,,Lily-Rose 🌹,https://www.tiktok.com/@itslilyrose,Fashion and Accessories,1800000,,47,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@idriselba,,Idris Elba,https://www.tiktok.com/@idriselba,,1800000,0.3%,48,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@rxneexx,,Renee,https://www.tiktok.com/@rxneexx,,1700000,,49,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@glambyflo,,Flo,https://www.tiktok.com/@glambyflo,,1700000,,50,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@steveharveyfunnymoments,,steveharveyfunnymoments,https://www.tiktok.com/@steveharveyfunnymoments,,1700000,,51,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@gorillaz,,Gorillaz,https://www.tiktok.com/@gorillaz,,1700000,0.1%,52,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@greatbritishmemes,,greatbritishmemes,https://www.tiktok.com/@greatbritishmemes,Entertainment and Music Funny Life and Society,1700000,,53,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@lucyedwards,,British blind girl 👁🦮👩‍🦯,https://www.tiktok.com/@lucyedwards,Beauty and Self Care Entertainment and Music,1700000,,54,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@its_danzy,,Danzy,https://www.tiktok.com/@its_danzy,Entertainment and Music,1600000,0.1%,55,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@helen_christie,,Helen Christie,https://www.tiktok.com/@helen_christie,Entertainment and Music,1600000,19.6%,56,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@jordanrabjohn,,Jordan Rabjohn,https://www.tiktok.com/@jordanrabjohn,Entertainment and Music Music,1600000,,57,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@tommytiktok88,,⭐ Tommy TikTok ⭐,https://www.tiktok.com/@tommytiktok88,Funny Entertainment and Music,1600000,,58,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@charlixcx,,Charli XCX,https://www.tiktok.com/@charlixcx,Entertainment and Music,1600000,,59,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@theonlymissballinger,,JESSICA BALLINGER,https://www.tiktok.com/@theonlymissballinger,,1500000,,60,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@williamharvey92,,William Harvey,https://www.tiktok.com/@williamharvey92,Entertainment and Music,1500000,2.6%,61,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@sebastiancroft,,SebastianCroft,https://www.tiktok.com/@sebastiancroft,Entertainment and Music,1500000,0.8%,62,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@adeibb,,Adeib,https://www.tiktok.com/@adeibb,Photography,1500000,0.2%,63,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@wolves,,wolves,https://www.tiktok.com/@wolves,Sports,1500000,,64,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@twistandpulse,,Twist and Pulse,https://www.tiktok.com/@twistandpulse,Entertainment and Music,1400000,,65,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@fallenspiritofficial,,The 🇬🇧 Voodoo God (Simon),https://www.tiktok.com/@fallenspiritofficial,,1400000,,66,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@hajimesah0ge,,my name is tea ☕️,https://www.tiktok.com/@hajimesah0ge,Animation and Cosplay,1400000,,67,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@poshposh82,,Posh posh,https://www.tiktok.com/@poshposh82,,1400000,,68,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@chloeadamsmusic,,Chloe Adams,https://www.tiktok.com/@chloeadamsmusic,Entertainment and Music,1400000,,69,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@officialbeth,,𝖡𝖤𝖳𝖧𝖠𝖭𝖨𝖤𝖳𝖠𝖸𝖫𝖮𝖱,https://www.tiktok.com/@officialbeth,Entertainment and Music Fashion and Accessories,1400000,0.1%,70,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@georgiafawcett,,✨Georgia Fawcett✨,https://www.tiktok.com/@georgiafawcett,Acting and Drama Celebrity,1400000,,71,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@ladyleshurr,,Lady Leshurr,https://www.tiktok.com/@ladyleshurr,Entertainment and Music,1400000,,72,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@altokeymusic,,Alto Key | Indie Artist,https://www.tiktok.com/@altokeymusic,Music,1400000,,73,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@hailozzy,,Hail Ozzy,https://www.tiktok.com/@hailozzy,Entertainment and Music,1400000,,74,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@jmrprdo69,,TRH•Lord Xin.,https://www.tiktok.com/@jmrprdo69,Games Entertainment and Music,1400000,,75,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@almost.cesca,,simba 🦁,https://www.tiktok.com/@almost.cesca,Fashion and Accessories Arts and Crafts,1400000,,76,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@imdanielsimmons,,Daniel Simmons,https://www.tiktok.com/@imdanielsimmons,Fashion and Accessories,1300000,0.1%,77,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@prince_jayyyy,,Prince John,https://www.tiktok.com/@prince_jayyyy,Food,1300000,,78,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@avfcofficial,,avfcofficial,https://www.tiktok.com/@avfcofficial,Sports,1300000,0.2%,79,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@mythicaliity,,mythicaliity,https://www.tiktok.com/@mythicaliity,,1300000,,80,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@twettyfall,,twettyfall,https://www.tiktok.com/@twettyfall,Fashion and Accessories,1300000,,81,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@blessrichard,,CHAPLIN CHARLIE,https://www.tiktok.com/@blessrichard,,1300000,,82,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@realesthiphop,,UK REALEST,https://www.tiktok.com/@realesthiphop,,1300000,,83,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@katieprice,,Katie Price,https://www.tiktok.com/@katieprice,Entertainment and Music,1200000,0.1%,84,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@gvelondon,,GVE London,https://www.tiktok.com/@gvelondon,,1200000,,85,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@newrulesband,,New Rules,https://www.tiktok.com/@newrulesband,,1200000,,86,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@callum.grant7,,Callum Grant,https://www.tiktok.com/@callum.grant7,Entertainment and Music,1200000,,87,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@onthetoolstv,,On The Tools,https://www.tiktok.com/@onthetoolstv,DIY and Life Hacks Home and Garden,1200000,,88,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@lauralouise20,,lauralouise,https://www.tiktok.com/@lauralouise20,Fashion and Accessories,1200000,,89,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@torierobot,,Victoria Rose,https://www.tiktok.com/@torierobot,Travel Arts and Crafts Entertainment and Music,1200000,,90,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@dadvgirls,,Dad V Girls,https://www.tiktok.com/@dadvgirls,family Entertainment and Music,1200000,0.1%,91,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@rosie_rgm,,Rosie Mcclelland 💗🦋,https://www.tiktok.com/@rosie_rgm,Entertainment and Music,1200000,,92,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@caringwhispers_asmr,,Caring Whispers ASMR,https://www.tiktok.com/@caringwhispers_asmr,Entertainment and Music,1200000,,93,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@paulleehiley,,Paul Lee Hiley,https://www.tiktok.com/@paulleehiley,Beauty and Self Care,1200000,,94,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@joe_sugg,,Joe Sugg,https://www.tiktok.com/@joe_sugg,Entertainment and Music,1200000,,95,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@adamkajumi,,Adam Kajumi 🇨🇿,https://www.tiktok.com/@adamkajumi,Entertainment and Music Funny,1200000,0.8%,96,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@iskra,,iskra lawrence,https://www.tiktok.com/@iskra,Fitness and Health,1200000,,97,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@catburnss,,Cat Burns,https://www.tiktok.com/@catburnss,Pets,1200000,,98,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@savage,,Ruben Chorlton-Owen “SAVAGE”,https://www.tiktok.com/@savage,,1200000,,99,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
TikTok,UK,@yorkshirepeach,,Yorkshire Peach,https://www.tiktok.com/@yorkshirepeach,Entertainment and Music,1100000,,100,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC_aEa8K-EOJ3D6gOs7HcyNg,NoCopyrightSounds,https://www.youtube.com/channel/UC_aEa8K-EOJ3D6gOs7HcyNg,Música,32900000,,1,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCS5Oz6CHmeoF7vSad0qqXfw,DanTDM,https://www.youtube.com/channel/UCS5Oz6CHmeoF7vSad0qqXfw,,26300000,,2,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCVtFOytbRpEvzLjvqGG5gxQ,KSI,https://www.youtube.com/channel/UCVtFOytbRpEvzLjvqGG5gxQ,,24000000,,3,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC_8PAD0Qmi6_gpe77S1Atgg,Mister Max,https://www.youtube.com/channel/UC_8PAD0Qmi6_gpe77S1Atgg,,23000000,0.1%,4,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC0DZmkupLYwc0yDsfocLh0A,Jelly,https://www.youtube.com/channel/UC0DZmkupLYwc0yDsfocLh0A,,22900000,,5,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCcartHVtvAUzfajflyeT_Gg,Miss Katy,https://www.youtube.com/channel/UCcartHVtvAUzfajflyeT_Gg,,22600000,,6,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ,,21100000,,7,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
